order_no,company_customer_cd,company_item_cd,amount,order_date,status_order
495,736,20046,3005,2012/02/19,5
496,261,19942,10460,2012/02/19,5
496,261,19919,10460,2012/02/19,5
496,261,19920,10460,2012/02/19,5
497,741,18436,1995,2012/02/19,5
498,,19749,4160,2012/02/19,5
498,,19750,4160,2012/02/19,5
499,743,18771,995,2012/02/19,5
500,442,19937,4305,2012/02/19,5
501,746,14463,1880,2012/02/19,5
502,747,18575,1995,2012/02/19,5
503,750,14473,4890,2012/02/19,5
504,751,19256,2890,2012/02/19,5
505,753,16437,1695,2012/02/20,5
506,377,16638,1195,2012/02/20,5
507,477,14414,3995,2012/02/20,5
508,757,18707,1975,2012/02/20,5
508,757,18708,1975,2012/02/20,5
509,758,12788,480,2012/02/20,5
510,620,19941,5470,2012/02/20,5
510,620,20022,5470,2012/02/20,5
511,568,19627,3890,2012/02/20,5
512,762,18707,995,2012/02/20,5
513,764,19937,4005,2012/02/20,5
514,,19068,2680,2012/02/20,3
515,768,18555,815,2012/02/20,5
516,621,18797,4975,2012/02/20,5
516,621,18800,4975,2012/02/20,5
517,568,18859,3190,2012/02/20,5
518,772,18797,2795,2012/02/20,5
519,774,16818,1580,2012/02/20,5
520,249,18435,2295,2012/02/21,5
521,,20191,4870,2012/02/21,3
521,,19700,4870,2012/02/21,3
522,776,20204,2495,2012/02/21,5
523,387,18701,880,2012/02/21,5
524,609,19580,2495,2012/02/21,5
525,778,14458,2380,2012/02/21,5
527,777,20192,3005,2012/02/21,5
528,777,18799,2795,2012/02/21,5
529,783,20029,2495,2012/02/21,5
530,,18713,1295,2012/02/21,5
531,4,20152,2680,2012/02/21,3
532,786,16074,1995,2012/02/21,5
533,787,20176,4475,2012/02/21,5
533,787,16358,4475,2012/02/21,5
534,791,16638,895,2012/02/21,5
535,792,18434,1995,2012/02/21,5
536,781,19627,4005,2012/02/21,5
537,794,19750,1880,2012/02/21,3
538,793,20234,3190,2012/02/21,5
539,795,18791,2380,2012/02/21,5
540,796,18797,2495,2012/02/21,3
541,,18713,1295,2012/02/21,1
542,781,18807,2445,2012/02/21,5
543,,19792,2680,2012/02/21,5
544,,18713,1295,2012/02/21,1
545,797,20191,5980,2012/02/21,5
545,797,20238,5980,2012/02/21,5
546,562,20247,3693,2012/02/21,5
547,,10869,1480,2012/02/22,5
548,799,19600,3295,2012/02/22,5
549,502,18771,995,2012/02/22,5
550,803,18800,2795,2012/02/22,5
551,744,18729,1295,2012/02/22,5
552,744,18530,5215,2012/02/22,5
553,,19837,2795,2012/02/22,5
553,,18553,2795,2012/02/22,5
554,807,20093,3870,2012/02/22,5
554,807,19485,3870,2012/02/22,5
555,365,17525,815,2012/02/22,5
556,809,18530,4915,2012/02/22,5
557,,20238,3305,2012/02/22,5
558,816,18856,3005,2012/02/22,5
559,,17737,6730,2012/02/22,5
559,,18545,6730,2012/02/22,5
559,,20193,6730,2012/02/22,5
559,,13501,6730,2012/02/22,5
560,818,18713,1180,2012/02/22,5
561,,19937,4305,2012/02/22,5
562,790,18714,1000,2012/02/23,5
563,597,18774,1295,2012/02/23,5
564,822,20193,3305,2012/02/23,5
565,821,17952,1295,2012/02/23,5
566,363,19332,1580,2012/02/23,5
567,,18791,2795,2012/02/23,5
568,204,17315,1194,2012/02/23,5
569,829,18789,2795,2012/02/23,5
570,828,18790,7140,2012/02/23,5
570,828,19052,7140,2012/02/23,5
570,828,18791,7140,2012/02/23,5
571,830,18701,5650,2012/02/23,5
571,830,18925,5650,2012/02/23,5
571,830,19666,5650,2012/02/23,5
572,525,19797,5040,2012/02/23,5
572,525,19993,5040,2012/02/23,5
573,831,12924,5250,2012/02/23,5
573,831,20328,5250,2012/02/23,5
573,831,20312,5250,2012/02/23,5
574,,18806,3775,2012/02/23,5
574,,18713,3775,2012/02/23,5
575,,18701,1180,2012/02/23,5
576,835,17385,680,2012/02/23,5
577,286,19920,4305,2012/02/23,5
578,286,20234,2339,2012/02/23,5
579,837,19328,1995,2012/02/23,5
580,838,18434,1995,2012/02/23,5
581,840,14332,4005,2012/02/23,5
582,842,20322,3975,2012/02/23,5
582,842,20296,3975,2012/02/23,5
583,,20255,2180,2012/02/23,5
584,,20247,4190,2012/02/23,5
585,846,20388,4005,2012/02/24,5
586,848,20193,3005,2012/02/24,5
587,849,20193,2890,2012/02/24,5
588,850,15475,1460,2012/02/24,5
588,850,18712,1460,2012/02/24,5
589,769,18346,1295,2012/02/24,5
590,851,20329,1995,2012/02/24,5
591,852,20299,5340,2012/02/24,5
591,852,20541,5340,2012/02/24,5
591,852,20528,5340,2012/02/24,5
592,,19721,2295,2012/02/24,5
593,843,18575,8420,2012/02/24,5
593,843,20001,8420,2012/02/24,5
593,843,17957,8420,2012/02/24,5
593,843,18550,8420,2012/02/24,5
593,843,20231,8420,2012/02/24,5
594,853,20192,10840,2012/02/24,5
594,853,19800,10840,2012/02/24,5
594,853,20247,10840,2012/02/24,5
594,853,14472,10840,2012/02/24,5
595,396,19328,1995,2012/02/24,5
596,504,19600,3595,2012/02/24,1
597,504,20655,2295,2012/02/24,5
598,857,20247,7980,2012/02/24,5
598,857,20645,7980,2012/02/24,5
599,858,20203,2380,2012/02/24,5
600,859,20247,3890,2012/02/24,5
601,860,13417,1015,2012/02/24,5
601,860,13418,1015,2012/02/24,5
602,845,18550,4820,2012/02/24,5
602,845,18596,4820,2012/02/24,5
602,845,18115,4820,2012/02/24,5
602,845,12788,4820,2012/02/24,5
602,845,18580,4820,2012/02/24,5
603,349,20192,2955,2012/02/24,5
604,864,19057,2495,2012/02/24,5
605,806,18768,8200,2012/02/24,5
605,806,19503,8200,2012/02/24,5
605,806,19112,8200,2012/02/24,5
605,806,20227,8200,2012/02/24,5
605,806,20400,8200,2012/02/24,5
606,867,20641,2890,2012/02/24,5
607,,18808,2680,2012/02/24,5
608,868,18789,4960,2012/02/24,5
608,868,20203,4960,2012/02/24,5
609,870,18816,6170,2012/02/24,5
609,870,20247,6170,2012/02/24,5
610,687,18814,2795,2012/02/24,5
611,862,18550,400,2012/02/25,5
612,,20783,2295,2012/02/25,5
613,872,20235,3005,2012/02/25,5
614,,18102,8630,2012/02/25,5
614,,20650,8630,2012/02/25,5
614,,20255,8630,2012/02/25,5
614,,19243,8630,2012/02/25,5
615,,18797,2680,2012/02/25,3
616,878,19750,1995,2012/02/25,3
617,879,18789,2795,2012/02/25,5
618,882,18790,2495,2012/02/25,3
619,886,15228,995,2012/02/25,5
620,886,19157,6357,2012/02/25,5
620,886,20307,6357,2012/02/25,5
620,886,14458,6357,2012/02/25,5
620,886,18262,6357,2012/02/25,5
621,887,20197,2495,2012/02/25,5
622,888,18550,3060,2012/02/25,5
622,888,17467,3060,2012/02/25,5
622,888,17865,3060,2012/02/25,5
623,888,20780,1911,2012/02/25,5
624,892,20783,1880,2012/02/25,5
625,893,20651,1995,2012/02/25,5
626,893,19652,1837,2012/02/25,5
627,,12788,780,2012/02/25,5
628,588,11882,880,2012/02/25,5
628,588,17077,880,2012/02/25,5
629,895,20247,4005,2012/02/26,5
630,,16622,1080,2012/02/26,5
631,46,19937,3669,2012/02/26,5
632,907,20192,2890,2012/02/26,5
633,327,18897,5670,2012/02/26,5
633,327,20750,5670,2012/02/26,5
634,910,20029,2380,2012/02/26,5
635,,20391,4305,2012/02/26,5
636,,20193,3190,2012/02/26,5
637,,18769,1180,2012/02/26,5
638,825,18853,2295,2012/02/26,5
639,911,20197,5540,2012/02/26,5
639,911,20306,5540,2012/02/26,5
639,911,20329,5540,2012/02/26,5
640,912,14474,5305,2012/02/26,5
641,621,18799,2353,2012/02/26,5
642,916,18504,3460,2012/02/26,5
642,916,19749,3460,2012/02/26,5
643,197,20094,3005,2012/02/26,5
644,,17835,4040,2012/02/26,5
645,921,16578,3005,2012/02/26,3
646,922,18861,3005,2012/02/26,5
647,923,18656,995,2012/02/26,5
648,924,20193,5650,2012/02/26,1
648,924,20255,5650,2012/02/26,1
648,924,19485,5650,2012/02/26,1
649,926,14847,3890,2012/02/27,5
650,925,20780,3860,2012/02/27,5
650,925,20541,3860,2012/02/27,5
651,930,17431,795,2012/02/27,5
652,,16625,1080,2012/02/27,5
653,934,14596,6140,2012/02/27,5
653,934,18061,6140,2012/02/27,5
653,934,19749,6140,2012/02/27,5
654,935,20780,1995,2012/02/27,5
655,935,20534,3517,2012/02/27,5
656,936,17816,2760,2012/02/27,5
656,936,20649,2760,2012/02/27,5
657,,20651,4775,2012/02/27,5
657,,18807,4775,2012/02/27,5
658,,20192,5980,2012/02/27,5
658,,19668,5980,2012/02/27,5
659,453,17320,995,2012/02/27,5
660,878,19750,2137,2012/02/27,5
661,937,20299,1880,2012/02/27,5
662,939,18851,1995,2012/02/27,5
663,940,19317,2295,2012/02/27,5
664,941,20128,2480,2012/02/27,5
665,942,20630,3890,2012/02/27,5
666,,18858,8970,2012/02/27,5
666,,18855,8970,2012/02/27,5
666,,18861,8970,2012/02/27,5
667,879,19052,2300,2012/02/27,5
668,946,20927,6640,2012/02/27,5
668,946,20029,6640,2012/02/27,5
668,946,17268,6640,2012/02/27,5
669,,20380,3305,2012/02/27,5
670,948,18856,3005,2012/02/27,5
671,908,19627,4005,2012/02/27,5
672,949,19750,4160,2012/02/27,5
672,949,20296,4160,2012/02/27,5
673,950,18536,1995,2012/02/27,5
674,925,19045,2844,2012/02/28,5
675,,19750,4275,2012/02/28,5
675,,20143,4275,2012/02/28,5
676,951,19058,2380,2012/02/28,3
677,953,20630,4005,2012/02/28,5
678,954,18791,2680,2012/02/28,5
679,956,20247,3890,2012/02/28,5
680,957,20925,1980,2012/02/28,5
681,960,18808,2495,2012/02/28,5
682,961,20657,2890,2012/02/28,5
683,963,18609,580,2012/02/28,5
684,940,19793,2307,2012/02/28,5
685,966,20849,2495,2012/02/28,5
686,906,20655,2295,2012/02/28,3
687,906,20696,2995,2012/02/28,3
688,813,20905,2380,2012/02/28,5
689,975,20093,4870,2012/02/28,5
689,975,18851,4870,2012/02/28,5
690,978,18739,3800,2012/02/28,5
690,978,15406,3800,2012/02/28,5
690,978,19183,3800,2012/02/28,5
690,978,18345,3800,2012/02/28,5
691,976,18808,3760,2012/02/28,5
691,976,19898,3760,2012/02/28,5
692,979,20873,1580,2012/02/28,5
693,984,20384,2795,2012/02/28,5
694,943,21024,4305,2012/02/28,5
695,943,19937,4305,2012/02/28,5
696,943,20381,3305,2012/02/28,5
697,550,20993,1580,2012/02/28,5
698,973,20329,1695,2012/02/28,5
699,989,18708,3870,2012/02/28,5
699,989,20684,3870,2012/02/28,5
700,996,19937,3890,2012/02/29,5
701,999,20752,3890,2012/02/29,1
702,1000,13226,2895,2012/02/29,5
703,1000,19616,2551,2012/02/29,5
704,1002,17432,795,2012/02/29,5
705,,20193,6980,2012/02/29,5
705,,20756,6980,2012/02/29,5
706,1005,20930,2295,2012/02/29,5
707,1005,19644,2007,2012/02/29,5
708,1007,19483,10500,2012/02/29,5
708,1007,20854,10500,2012/02/29,5
708,1007,19696,10500,2012/02/29,5
708,1007,17270,10500,2012/02/29,5
708,1007,17271,10500,2012/02/29,5
709,1008,20861,2660,2012/02/29,5
709,1008,13579,2660,2012/02/29,5
709,1008,20248,2660,2012/02/29,5
710,1009,18550,3855,2012/02/29,5
710,1009,18553,3855,2012/02/29,5
710,1009,18711,3855,2012/02/29,5
710,1009,17967,3855,2012/02/29,5
710,1009,12788,3855,2012/02/29,5
711,,18798,4660,2012/02/29,3
711,,18909,4660,2012/02/29,3
712,1012,14474,5305,2012/02/29,5
713,1013,18800,2380,2012/02/29,5
714,1015,20859,1695,2012/02/29,5
715,1009,18214,5155,2012/02/29,5
715,1009,18799,5155,2012/02/29,5
715,1009,18509,5155,2012/02/29,5
716,,20228,1580,2012/02/29,5
717,1020,21072,2195,2012/02/29,5
718,1020,20880,1995,2012/02/29,5
719,1020,20927,1656,2012/02/29,5
720,1021,20094,4970,2012/02/29,5
720,1021,18356,4970,2012/02/29,5
720,1021,13611,4970,2012/02/29,5
721,1022,21129,2495,2012/03/01,5
722,,18127,995,2012/03/01,5
723,1023,18815,5275,2012/03/01,5
723,1023,18814,5275,2012/03/01,5
724,986,20993,5750,2012/03/01,3
724,986,18859,5750,2012/03/01,3
724,986,20329,5750,2012/03/01,3
725,1024,19695,3005,2012/03/01,5
726,1027,16619,780,2012/03/01,5
726,1027,19695,780,2012/03/01,5
727,1028,18736,995,2012/03/01,5
728,1030,18701,1295,2012/03/01,5
729,1032,16625,2560,2012/03/01,5
729,1032,17978,2560,2012/03/01,5
729,1032,20927,2560,2012/03/01,5
729,1032,20688,2560,2012/03/01,5
730,1010,20988,4005,2012/03/01,5
731,1010,20657,2955,2012/03/01,5
732,1033,18437,1880,2012/03/01,1
733,1000,19487,1447,2012/03/01,5
734,1019,20192,5680,2012/03/01,5
734,1019,20193,5680,2012/03/01,5
735,1037,18773,995,2012/03/01,5
736,1039,17390,795,2012/03/01,5
737,,18799,6470,2012/03/01,5
737,,20645,6470,2012/03/01,5
738,1041,20788,1995,2012/03/01,5
739,1005,18851,2034,2012/03/01,3
740,1043,20526,1695,2012/03/01,5
741,,18735,2160,2012/03/01,5
741,,18744,2160,2012/03/01,5
742,,14458,3960,2012/03/01,5
742,,20300,3960,2012/03/01,5
743,1013,16619,880,2012/03/01,5
744,,18654,315,2012/03/02,5
745,1046,16023,1695,2012/03/02,5
746,1048,20322,1995,2012/03/02,5
747,1050,18553,400,2012/03/02,5
748,1052,18536,1695,2012/03/02,5
749,1053,21252,9060,2012/03/02,5
749,1053,20630,9060,2012/03/02,5
749,1053,21055,9060,2012/03/02,5
750,1054,21186,3305,2012/03/02,5
751,195,21319,5998,2012/03/02,5
751,195,21312,5998,2012/03/02,5
751,195,21310,5998,2012/03/02,5
751,195,21314,5998,2012/03/02,5
751,195,21305,5998,2012/03/02,5
751,195,21317,5998,2012/03/02,5
752,1055,18800,2380,2012/03/02,5
753,195,18654,734,2012/03/02,3
754,1056,19993,4240,2012/03/02,5
754,1056,20534,4240,2012/03/02,5
754,1056,20993,4240,2012/03/02,5
755,1055,20630,7244,2012/03/02,5
755,1055,20197,7244,2012/03/02,5
755,1055,18741,7244,2012/03/02,5
756,676,20925,3975,2012/03/02,1
756,676,20297,3975,2012/03/02,1
757,1058,18771,995,2012/03/02,5
758,1055,18737,491,2012/03/02,5
759,1060,20928,9330,2012/03/02,3
759,1060,18799,9330,2012/03/02,3
759,1060,21231,9330,2012/03/02,3
759,1060,21336,9330,2012/03/02,3
760,1061,18792,2495,2012/03/02,5
761,,18813,2795,2012/03/02,3
762,1066,18662,995,2012/03/02,5
763,,14645,4275,2012/03/02,5
763,,21176,4275,2012/03/02,5
764,1067,20235,3005,2012/03/02,3
765,1065,21370,3155,2012/03/02,5
766,1069,21329,1995,2012/03/02,5
767,,18799,2680,2012/03/02,5
768,1071,19695,3305,2012/03/02,5
769,1071,18792,2211,2012/03/02,3
770,1026,17672,980,2012/03/02,5
770,1026,18342,980,2012/03/02,5
771,1072,21370,24100,2012/03/02,5
771,1072,14755,24100,2012/03/02,5
771,1072,18901,24100,2012/03/02,5
771,1072,20999,24100,2012/03/02,5
771,1072,18897,24100,2012/03/02,5
771,1072,20523,24100,2012/03/02,5
771,1072,14662,24100,2012/03/02,5
771,1072,20228,24100,2012/03/02,5
771,1072,21108,24100,2012/03/02,5
771,1072,14756,24100,2012/03/02,5
771,1072,20227,24100,2012/03/02,5
772,690,19329,1980,2012/03/02,5
773,1073,21176,2000,2012/03/02,5
774,588,21140,4242,2012/03/02,5
774,588,21507,4242,2012/03/02,5
775,1075,21370,3005,2012/03/02,5
776,1077,18789,2380,2012/03/03,3
777,,21369,3305,2012/03/03,5
778,1078,18333,2175,2012/03/03,3
778,1078,11186,2175,2012/03/03,3
779,1080,18672,995,2012/03/03,5
780,1083,21159,1995,2012/03/03,3
781,952,21350,4890,2012/03/03,5
782,1068,21251,8150,2012/03/03,5
782,1068,21190,8150,2012/03/03,5
782,1068,21157,8150,2012/03/03,5
783,,18859,3190,2012/03/03,5
784,1086,20996,3890,2012/03/03,5
785,1089,20862,5250,2012/03/03,5
785,1089,18854,5250,2012/03/03,5
785,1089,18657,5250,2012/03/03,5
786,,21369,3190,2012/03/03,5
787,1090,20985,15270,2012/03/03,5
787,1090,18687,15270,2012/03/03,5
787,1090,21082,15270,2012/03/03,5
787,1090,21124,15270,2012/03/03,5
787,1090,21175,15270,2012/03/03,5
787,1090,20307,15270,2012/03/03,5
787,1090,21089,15270,2012/03/03,5
788,1045,21105,4005,2012/03/03,3
789,1091,18807,2380,2012/03/03,5
790,1091,21369,3305,2012/03/03,5
791,292,20993,1395,2012/03/03,3
792,,20307,1880,2012/03/03,5
793,1096,21261,4975,2012/03/03,5
793,1096,18799,4975,2012/03/03,5
794,1095,18244,3740,2012/03/04,5
794,1095,13580,3740,2012/03/04,5
794,1095,18333,3740,2012/03/04,5
795,,18777,1180,2012/03/04,5
796,1099,19936,7680,2012/03/04,5
796,1099,19937,7680,2012/03/04,5
797,,18575,5285,2012/03/04,5
797,,20657,5285,2012/03/04,5
798,1100,12788,780,2012/03/04,5
799,1102,20234,3005,2012/03/04,3
800,595,18652,3240,2012/03/04,5
800,595,14006,3240,2012/03/04,5
800,595,19711,3240,2012/03/04,5
801,1109,21370,2890,2012/03/04,5
802,880,20783,4160,2012/03/04,5
802,880,20299,4160,2012/03/04,5
803,1112,18700,1295,2012/03/04,5
804,1114,18800,6170,2012/03/04,5
804,1114,21082,6170,2012/03/04,5
805,1115,19793,2495,2012/03/04,5
806,1116,18708,995,2012/03/04,5
807,1117,21369,5170,2012/03/05,5
807,1117,21265,5170,2012/03/05,5
808,,21251,4190,2012/03/05,5
809,,19332,1880,2012/03/05,3
810,1118,21170,1995,2012/03/05,5
811,1119,17867,695,2012/03/05,1
812,1123,21175,1995,2012/03/05,5
813,1124,18741,4240,2012/03/05,5
813,1124,13541,4240,2012/03/05,5
813,1124,14653,4240,2012/03/05,5
814,1125,21370,2890,2012/03/05,5
815,1127,20329,10800,2012/03/05,5
815,1127,20330,10800,2012/03/05,5
815,1127,18815,10800,2012/03/05,5
815,1127,21195,10800,2012/03/05,5
815,1127,20870,10800,2012/03/05,5
816,206,21600,895,2012/03/05,5
817,1123,21089,2637,2012/03/05,5
818,,9631,3305,2012/03/05,3
819,1128,20252,8980,2012/03/05,5
819,1128,18550,8980,2012/03/05,5
819,1128,20248,8980,2012/03/05,5
820,1121,21370,6000,2012/03/05,5
820,1121,21584,6000,2012/03/05,5
820,1121,18718,6000,2012/03/05,5
820,1121,21555,6000,2012/03/05,5
821,1045,21108,3955,2012/03/05,5
822,1045,21104,3960,2012/03/05,5
823,776,20988,4099,2012/03/05,5
824,1132,21125,15600,2012/03/05,3
824,1132,18792,15600,2012/03/05,3
824,1132,17559,15600,2012/03/05,3
824,1132,17730,15600,2012/03/05,3
824,1132,20988,15600,2012/03/05,3
825,981,21620,3890,2012/03/05,5
826,1135,18096,1695,2012/03/05,5
827,1139,20235,4685,2012/03/05,3
827,1139,20227,4685,2012/03/05,3
828,570,18102,1932,2012/03/05,5
829,570,14598,2641,2012/03/05,5
830,1141,20998,2560,2012/03/05,5
830,1141,18550,2560,2012/03/05,5
830,1141,21584,2560,2012/03/05,5
831,1138,18858,3005,2012/03/05,5
832,380,18799,2400,2012/03/05,5
833,,21124,5470,2012/03/06,3
833,,21184,5470,2012/03/06,3
834,,21337,2195,2012/03/06,5
835,1144,18745,995,2012/03/06,5
836,1145,21370,2890,2012/03/06,3
837,,21370,3190,2012/03/06,5
838,1147,20643,3890,2012/03/06,5
839,,20997,2760,2012/03/06,1
839,,21745,2760,2012/03/06,1
840,1055,21538,2435,2012/03/06,5
840,1055,18736,2435,2012/03/06,5
841,1150,20881,1995,2012/03/06,5
842,1049,14332,4305,2012/03/06,5
843,1049,21659,3305,2012/03/06,5
844,,18701,1180,2012/03/06,5
845,1049,21228,3305,2012/03/06,5
846,1049,21649,1547,2012/03/06,5
847,1049,21629,2795,2012/03/06,5
848,219,21753,4360,2012/03/06,5
848,219,21778,4360,2012/03/06,5
849,1151,12788,895,2012/03/06,3
850,504,21531,9980,2012/03/06,3
850,504,21532,9980,2012/03/06,3
851,,19792,3660,2012/03/06,5
851,,18708,3660,2012/03/06,5
852,1152,18767,880,2012/03/06,5
853,1154,21777,6680,2012/03/06,5
853,1154,20684,6680,2012/03/06,5
854,814,21139,2495,2012/03/06,5
855,1156,19612,2495,2012/03/06,5
856,1157,21528,4190,2012/03/06,5
857,,18857,3305,2012/03/06,5
858,,20129,9280,2012/03/06,5
858,,19794,9280,2012/03/06,5
858,,21584,9280,2012/03/06,5
858,,21778,9280,2012/03/06,5
858,,21751,9280,2012/03/06,5
858,,18709,9280,2012/03/06,5
859,,21808,1995,2012/03/06,5
860,339,16692,3175,2012/03/06,5
861,,20148,1880,2012/03/06,5
862,,21184,3190,2012/03/06,5
863,,18437,2295,2012/03/06,3
864,1146,21531,6370,2012/03/07,5
864,1146,16818,6370,2012/03/07,5
865,,20657,3190,2012/03/07,5
866,1162,21105,3890,2012/03/07,5
867,,20854,4475,2012/03/07,5
867,,20849,4475,2012/03/07,5
868,132,22055,3410,2012/03/07,5
869,1163,21777,3890,2012/03/07,5
870,1165,18851,1995,2012/03/07,3
871,300,21974,3375,2012/03/07,5
871,300,21933,3375,2012/03/07,5
872,,21089,2680,2012/03/07,5
873,,21846,3305,2012/03/07,5
874,1167,18575,1880,2012/03/07,3
875,1168,21569,1280,2012/03/07,5
876,1168,21778,1779,2012/03/07,5
877,1168,21538,1330,2012/03/07,5
878,1172,21777,3890,2012/03/07,5
879,,21753,5320,2012/03/07,5
879,,18657,5320,2012/03/07,5
879,,18653,5320,2012/03/07,5
879,,18146,5320,2012/03/07,5
880,1174,21524,4005,2012/03/07,5
881,1177,20330,4685,2012/03/07,5
881,1177,22167,4685,2012/03/07,5
882,,19317,2295,2012/03/08,5
883,1178,18742,1180,2012/03/08,5
884,,18431,2295,2012/03/08,3
885,949,20296,3200,2012/03/08,5
885,949,21798,3200,2012/03/08,5
886,,13541,5320,2012/03/08,5
886,,13542,5320,2012/03/08,5
886,,21805,5320,2012/03/08,5
886,,21599,5320,2012/03/08,5
887,1180,18432,1995,2012/03/08,3
888,,14969,2795,2012/03/08,3
889,1183,21978,2975,2012/03/08,5
889,1183,22347,2975,2012/03/08,5
890,,21659,3305,2012/03/08,5
891,1185,22196,1940,2012/03/08,5
891,1185,22189,1940,2012/03/08,5
892,,21994,2990,2012/03/08,5
893,1186,21779,1995,2012/03/08,3
894,1189,21775,4190,2012/03/08,5
895,1189,21532,5190,2012/03/08,5
896,847,21131,8300,2012/03/08,5
896,847,21761,8300,2012/03/08,5
896,847,14313,8300,2012/03/08,5
896,847,21564,8300,2012/03/08,5
896,847,21979,8300,2012/03/08,5
897,980,12788,1460,2012/03/08,5
897,980,18764,1460,2012/03/08,5
898,1192,18687,995,2012/03/08,5
899,1039,17430,1051,2012/03/08,5
900,1195,21979,3140,2012/03/08,5
900,1195,22214,3140,2012/03/08,5
900,1195,11091,3140,2012/03/08,5
901,1193,20999,2200,2012/03/08,5
901,1193,19480,2200,2012/03/08,5
902,1196,18431,1995,2012/03/08,3
903,760,22122,2795,2012/03/08,5
904,1197,18701,1180,2012/03/08,5
905,906,14847,4305,2012/03/08,5
906,,10871,1595,2012/03/08,5
907,1175,22055,4005,2012/03/08,5
908,1200,19616,4775,2012/03/08,5
908,1200,21007,4775,2012/03/08,5
909,1199,16208,2400,2012/03/08,3
910,,21847,3190,2012/03/08,5
911,1203,18774,1295,2012/03/08,5
912,,18701,1295,2012/03/08,3
913,,21139,2795,2012/03/08,5
914,,14413,8640,2012/03/08,3
914,,21146,8640,2012/03/08,3
914,,21086,8640,2012/03/08,3
915,,22497,3305,2012/03/08,5
916,,21532,5190,2012/03/08,5
917,,18672,1180,2012/03/09,5
918,1207,9629,3005,2012/03/09,5
919,1209,20756,4305,2012/03/09,5
920,1209,21105,4305,2012/03/09,3
921,1209,19715,535,2012/03/09,3
922,315,22178,2870,2012/03/09,5
923,1213,18771,12900,2012/03/09,5
923,1213,18776,12900,2012/03/09,5
923,1213,20685,12900,2012/03/09,5
923,1213,21833,12900,2012/03/09,5
923,1213,21148,12900,2012/03/09,5
923,1213,21089,12900,2012/03/09,5
924,,18856,3305,2012/03/09,3
925,1214,12922,3660,2012/03/09,5
925,1214,16575,3660,2012/03/09,5
926,1217,20788,1880,2012/03/09,5
927,1218,21953,5820,2012/03/09,5
927,1218,20700,5820,2012/03/09,5
927,1218,19160,5820,2012/03/09,5
927,1218,20312,5820,2012/03/09,5
